# radius          surface luminosity
0.00000000e+00 	 9.99769808e+03 
5.32782544e-04 	 9.99772944e+03 
5.86060799e-03 	 9.99768079e+03 
5.08426223e-02 	 9.99641163e+03 
1.21439391e-01 	 9.99028092e+03 
2.13279305e-01 	 9.97470849e+03 
3.19593819e-01 	 9.94650720e+03 
4.36204741e-01 	 9.90216496e+03 
5.60851064e-01 	 9.84139411e+03 
6.93175584e-01 	 9.75938034e+03 
8.33783624e-01 	 9.65746827e+03 
9.83760715e-01 	 9.52697692e+03 
1.14426436e+00 	 9.37219094e+03 
1.31633938e+00 	 9.17967036e+03 
1.50083574e+00 	 8.95980957e+03 
1.69845454e+00 	 8.69384005e+03 
1.90990388e+00 	 8.40127830e+03 
2.13612360e+00 	 8.05668116e+03 
2.37851402e+00 	 7.68991160e+03 
2.63914867e+00 	 7.26688678e+03 
2.92100958e+00 	 6.82803117e+03 
3.22833493e+00 	 6.32911143e+03 
3.56724478e+00 	 5.82089340e+03 
3.94702230e+00 	 5.24696571e+03 
4.38313789e+00 	 4.66527448e+03 
4.90547351e+00 	 3.99946608e+03 
5.54669639e+00 	 3.33839819e+03 
6.19526438e+00 	 2.74874051e+03 
6.87014941e+00 	 2.26778771e+03 
7.57332248e+00 	 1.84017743e+03 
8.31545594e+00 	 1.49598381e+03 
9.10454134e+00 	 1.19242192e+03 
9.94973100e+00 	 9.50884201e+02 
1.08602551e+01 	 7.41247006e+02 
1.18464285e+01 	 5.77107081e+02 
1.29199567e+01 	 4.37654831e+02 
1.40946588e+01 	 3.30589130e+02 
1.53872720e+01 	 2.41979448e+02 
1.68186915e+01 	 1.75526923e+02 
1.84159135e+01 	 1.22323984e+02 
2.02154499e+01 	 8.35754890e+01 
2.22700385e+01 	 5.39238772e+01 
2.46640740e+01 	 3.31299604e+01 
2.75566355e+01 	 1.82793500e+01 
3.12116715e+01 	 8.84397813e+00 
3.49718453e+01 	 4.09656352e+00 
3.89077529e+01 	 1.76188176e+00 
4.30541699e+01 	 6.69964264e-01 
4.74813597e+01 	 2.00440189e-01 
5.22716914e+01 	 4.27390797e-02 
5.75869834e+01 	 3.70251929e-03 
5.89502411e+01 	 1.39652949e-03 
6.03134988e+01 	 3.33442411e-04 
6.35106740e+01 	 3.48141152e-07 
6.40020142e+01 	 9.43848512e-10 
6.41002822e+01 	 1.17671206e-11 
6.41199358e+01 	 9.91440592e-13 
6.41395894e+01 	 1.38024730e-15 
6.41405893e+01 	 4.43660473e-16 
6.41415892e+01 	 9.72893755e-17 
6.41419891e+01 	 4.06029868e-17 
6.41423891e+01 	 1.20387177e-17 
6.41431890e+01 	 1.43926054e-19 
6.41433490e+01 	 1.76270746e-20 
6.41435090e+01 	 8.53492260e-23 
6.41435218e+01 	 2.74037090e-23 
6.41435346e+01 	 4.98938463e-24 
6.41435602e+01 	 9.03878179e-33 
6.41435616e+01 	 0.00000000e+00 
